brand,model,processor_brand,processor_model,processor_generation,processor_cores,processor_threads,cpu_base_clock_ghz,cpu_boost_clock_ghz,gpu_brand,gpu_model,gpu_memory_gb,ram_gb,ram_type,ram_speed_mhz,storage_type,storage_capacity_gb,screen_size_inches,screen_resolution,refresh_rate_hz,panel_type,touchscreen,operating_system,battery_capacity_wh,weight_kg,release_year,warranty_years,webcam_resolution,wifi_version,bluetooth_version,keyboard_backlit,fingerprint_sensor,price_rupees
LG,Gram 14 2023,AMD,Ryzen 7 7735HS,3,8,16,3.2,4.75,AMD,Radeon 760M,0,32,LPDDR5X,6400,SSD,1024,14.0,2880x1800,120,OLED,Yes,Windows 11 Home,85,1.71,2025,1,720p,Wi-Fi 6E,5.3,Yes,No,134990
Lenovo,V15 G4,AMD,Ryzen 7 7730U,3,8,16,2.0,4.5,AMD,Radeon 610M,0,32,LPDDR5X,7467,SSD,2048,15.6,1920x1080,144,IPS,Yes,Windows 11 Home,61,1.69,2025,3,1080p,Wi-Fi 7,5.4,Yes,Yes,127990
HP,Victus 16-s0095AX,AMD,Ryzen 7 7840HS,4,8,16,3.8,5.1,NVIDIA,GeForce RTX 5060,8,8,DDR5,4800,NVMe SSD,512,14.0,1920x1200,60,IPS,No,Windows 11 Home,52,2.68,2024,1,1080p,Wi-Fi 6E,5.3,Yes,No,126990
ASUS,Zenbook Duo UX8406MA,Intel,Core i5-1235U,12,10,12,1.3,4.4,NVIDIA,GeForce RTX 3050,6,8,DDR5,4800,SSD,1024,15.6,2560x1440,165,IPS,No,Windows 11 Home,95,1.22,2023,2,1080p,Wi-Fi 6E,5.3,Yes,No,75990
Razer,Blade 14 2023,AMD,Ryzen 7 7735HS,3,8,16,3.2,4.75,NVIDIA,GeForce RTX 5060,8,32,DDR5,5600,NVMe SSD,1024,15.6,1920x1080,60,IPS,No,Windows 11 Home,85,1.64,2025,1,1080p,Wi-Fi 7,5.4,Yes,Yes,165990
Dell,Vostro 16 5630,AMD,Ryzen 3 7320U,3,4,8,2.4,4.1,AMD,Radeon 610M,0,16,LPDDR5,6400,NVMe SSD,1024,13.3,1920x1200,60,IPS,No,Windows 11 Home,64,1.22,2025,3,1080p,Wi-Fi 6E,5.3,Yes,No,56990
Samsung,Galaxy Book3 15,AMD,Ryzen 5 7535HS,3,6,12,3.3,4.55,AMD,Radeon 780M,0,16,DDR5,5200,NVMe SSD,512,14.0,2880x1800,120,OLED,Yes,Windows 11 Pro,49,2.5,2022,1,1080p,Wi-Fi 5,5.0,No,Yes,84990
LG,Gram 14 2023,AMD,Ryzen 9 7940HS,4,8,16,4.0,5.2,AMD,Radeon 780M,0,16,LPDDR5,5200,NVMe SSD,2048,16.0,2880x1800,120,OLED,Yes,Windows 11 Pro,96,1.72,2024,2,1080p,Wi-Fi 6E,5.3,Yes,No,143990
Samsung,Galaxy Book4 360,Intel,Core i5-13420H,13,8,12,2.1,4.6,Intel,UHD Graphics,0,16,DDR5,4800,SSD,256,17.3,1920x1080,144,IPS,Yes,Windows 11 Home,87,2.31,2022,1,1080p,Wi-Fi 6E,5.3,No,Yes,79990
Lenovo,LOQ 15ARP9,Intel,Core i9-13900H,13,14,20,1.9,5.4,NVIDIA,GeForce RTX 5050,8,32,LPDDR5X,7467,SSD,1024,17.3,1920x1080,144,IPS,No,Windows 11 Pro,58,2.6,2025,1,720p,Wi-Fi 7,5.4,Yes,Yes,186990
Acer,Swift Go 14 SFG14-41,AMD,Ryzen 5 7535HS,3,6,12,3.3,4.55,AMD,Radeon 610M,0,64,DDR5,5600,NVMe SSD,4096,15.6,2560x1440,165,IPS,Yes,Windows 11 Home,86,1.48,2024,1,1080p,Wi-Fi 6E,5.3,Yes,No,210990
Microsoft,Surface Laptop 5 15,Intel,Core i7-13700H,13,14,20,2.4,5.0,Intel,Arc Graphics,0,16,DDR5,4800,SSD,256,15.6,1920x1080,60,IPS,Yes,Windows 11 Home,52,2.43,2025,2,1080p,Wi-Fi 6E,5.3,Yes,No,93990
Apple,MacBook Air M1 13,Apple,M1,1,8,8,3.2,3.2,Apple,Apple M1 7-core,0,8,LPDDR5,6400,NVMe SSD,4096,13.6,2560x1664,60,IPS,No,macOS Sonoma,53,1.36,2023,3,1080p,Wi-Fi 6,5.2,Yes,Yes,155102
ASUS,ROG Strix G16 G614JV,Intel,Core i7-13700H,13,14,20,2.4,5.0,NVIDIA,GeForce RTX 5060,8,16,DDR5,4800,NVMe SSD,4096,16.0,2560x1600,165,IPS,No,Windows 11 Home,65,2.58,2024,1,1080p,Wi-Fi 6E,5.3,Yes,No,198990
MSI,Stealth 14 Studio A13VE,AMD,Ryzen 5 7535HS,3,6,12,3.3,4.55,AMD,Radeon 780M,0,32,LPDDR5X,6400,SSD,512,16.0,1920x1200,60,IPS,Yes,Windows 11 Home,99,2.58,2025,1,1080p,Wi-Fi 7,5.4,Yes,No,99990
MSI,Pulse 15 B13VGK,Qualcomm,Snapdragon X Elite X1E-80-100,1,12,12,3.4,4.0,Qualcomm,Adreno X1-85,0,16,DDR4,3200,NVMe SSD,4096,13.3,1920x1200,60,IPS,No,Windows 11 Home,78,1.35,2025,2,720p,Wi-Fi 6E,5.3,Yes,Yes,132990
Razer,Blade 16 2024,Intel,Core i5-13420H,13,8,12,2.1,4.6,NVIDIA,GeForce RTX 4050,6,32,LPDDR5X,6400,SSD,512,16.0,2880x1800,120,OLED,No,Windows 11 Home,74,2.23,2023,3,1080p,Wi-Fi 6,5.2,Yes,Yes,162990
Huawei,MateBook X Pro 2023,AMD,Ryzen 5 7535HS,3,6,12,3.3,4.55,AMD,Radeon 780M,0,8,DDR5,4800,NVMe SSD,4096,16.0,2880x1800,120,OLED,Yes,Windows 11 Home,72,2.61,2024,1,720p,Wi-Fi 6E,5.3,Yes,No,119990
Lenovo,ThinkPad X1 Carbon Gen 11,Qualcomm,Snapdragon X Elite X1E-80-100,1,12,12,3.4,4.0,Qualcomm,Adreno X1-45,0,16,DDR5,4800,SSD,256,13.6,2560x1664,60,IPS,Yes,Windows 11 Pro,60,1.08,2024,1,1080p,Wi-Fi 7,5.4,Yes,Yes,96990
Microsoft,Surface Laptop Go 3,Intel,Core Ultra 9 185H,1,16,22,2.3,5.1,NVIDIA,GeForce RTX 4070,8,16,DDR4,3200,NVMe SSD,512,17.3,1920x1080,144,IPS,No,Windows 11 Pro,85,1.71,2024,1,1080p,Wi-Fi 6E,5.3,Yes,No,189990
HP,ProBook 440 G9,AMD,Ryzen 5 7530U,3,6,12,2.0,4.5,AMD,Radeon 740M,0,16,DDR5,4800,SSD,2048,14.0,1920x1200,60,IPS,No,Windows 11 Home,96,2.05,2022,1,1080p,Wi-Fi 5,5.0,Yes,Yes,76990
Infinix,Zero Book Ultra,Qualcomm,Snapdragon X Elite X1E-80-100,1,12,12,3.4,4.0,Qualcomm,Adreno X1-85,0,32,DDR5,5600,SSD,2048,16.0,1920x1200,60,IPS,Yes,Windows 11 Home,98,1.95,2025,2,720p,Wi-Fi 6E,5.3,Yes,Yes,150990
Samsung,Galaxy Book3 Pro 360,Intel,Core i5-13450HX,13,10,16,2.4,4.6,Intel,Arc Graphics,0,24,DDR5,4800,SSD,512,13.6,2560x1664,60,IPS,Yes,Windows 11 Home,48,1.06,2024,2,1080p,Wi-Fi 6E,5.3,Yes,No,99990
Samsung,Galaxy Book3 Pro 360,AMD,Ryzen 3 7320U,3,4,8,2.4,4.1,AMD,Radeon 760M,0,8,DDR5,4800,SSD,256,15.6,1920x1080,144,IPS,Yes,Windows 11 Home,48,1.41,2025,1,1080p,Wi-Fi 6E,5.3,Yes,No,43990
Infinix,Zero Book Ultra,Intel,Core i3-1215U,12,6,8,1.2,4.4,NVIDIA,GeForce MX550,2,32,DDR5,5600,NVMe SSD,512,16.0,2880x1800,120,OLED,Yes,Windows 11 Home,76,2.46,2023,3,720p,Wi-Fi 5,5.0,Yes,Yes,102990
Dell,Vostro 16 5630,AMD,Ryzen 5 8640HS,4,6,12,3.5,4.9,AMD,Radeon 760M,0,32,DDR5,5600,NVMe SSD,4096,15.6,2560x1440,165,IPS,No,Windows 11 Home,88,2.35,2025,1,720p,Wi-Fi 6E,5.3,Yes,Yes,152990
Microsoft,Surface Laptop Studio 2,Intel,Core i7-13700H,13,14,20,2.4,5.0,Intel,Arc Graphics,0,32,DDR5,5600,SSD,2048,15.6,1920x1080,144,IPS,No,Windows 11 Home,68,2.12,2023,1,1080p,Wi-Fi 6,5.2,Yes,No,149990
Gigabyte,Aorus 15 BSF,Intel,Core i7-13620H,13,10,16,2.4,4.9,NVIDIA,GeForce MX550,2,24,DDR5,4800,NVMe SSD,2048,16.0,1920x1200,60,IPS,No,Windows 11 Home,64,2.22,2023,1,1080p,Wi-Fi 5,5.0,Yes,Yes,129990
MSI,Cyborg 15 A12VE,AMD,Ryzen 5 8640HS,4,6,12,3.5,4.9,NVIDIA,GeForce RTX 4050,6,64,DDR5,5600,SSD,512,15.6,1920x1080,144,IPS,No,Windows 11 Pro,87,1.46,2025,1,1080p,Wi-Fi 6E,5.3,Yes,Yes,201990
Apple,MacBook Air M3 13,Apple,M1,1,8,8,3.2,3.2,Apple,Apple M1 7-core,0,8,LPDDR5,6400,NVMe SSD,2048,13.6,2560x1664,60,IPS,No,macOS Sonoma,78,1.27,2022,1,1080p,Wi-Fi 6E,5.3,Yes,Yes,80232
Microsoft,Surface Laptop 5 13.5,Intel,Core Ultra 5 125H,1,14,18,1.2,4.5,Intel,Arc Graphics,0,16,LPDDR5,5200,NVMe SSD,4096,16.0,2560x1600,120,IPS,No,Windows 11 Pro,98,2.29,2025,1,720p,Wi-Fi 6E,5.3,Yes,Yes,144990
Gigabyte,G5 KF,AMD,Ryzen 5 7520U,3,4,8,2.8,4.3,AMD,Radeon 760M,0,32,LPDDR5X,6400,SSD,2048,16.0,1920x1200,60,IPS,No,Windows 11 Home,87,2.44,2023,3,1080p,Wi-Fi 6,5.2,No,Yes,103990
Razer,Blade 16 2024,AMD,Ryzen 7 8845HS,4,8,16,3.8,5.1,NVIDIA,GeForce MX550,2,16,DDR5,5200,SSD,1024,13.6,2560x1664,60,IPS,No,Windows 11 Home,69,1.53,2025,1,1080p,Wi-Fi 6E,5.3,Yes,Yes,113990
LG,Gram 14 2023,Intel,Core i5-13420H,13,8,12,2.1,4.6,Intel,UHD Graphics,0,32,DDR5,5600,SSD,512,16.0,1920x1200,60,IPS,Yes,Windows 11 Home,84,2.76,2025,1,1080p,Wi-Fi 7,5.4,Yes,Yes,101990
Razer,Blade 16 2024,AMD,Ryzen 9 7940HS,4,8,16,4.0,5.2,NVIDIA,GeForce RTX 2050,4,16,LPDDR5,5200,NVMe SSD,4096,14.0,2880x1800,90,OLED,No,Windows 11 Home,60,2.28,2024,3,1080p,Wi-Fi 6E,5.3,Yes,No,175990
Microsoft,Surface Laptop 5 15,Intel,Core i5-13450HX,13,10,16,2.4,4.6,Intel,Arc Graphics,0,8,DDR5,4800,SSD,1024,13.3,1920x1200,60,IPS,Yes,Windows 11 Pro,65,1.13,2025,1,1080p,Wi-Fi 6E,5.3,No,No,76990
ASUS,Vivobook 16 X1605VA,Intel,Core i5-1335U,13,10,12,1.3,4.6,Intel,UHD Graphics,0,16,DDR5,4800,NVMe SSD,2048,17.3,1920x1080,144,IPS,No,Windows 11 Home,95,1.96,2025,2,720p,Wi-Fi 6E,5.3,Yes,Yes,94990
Infinix,Zero Book Ultra,Intel,Core i7-13620H,13,10,16,2.4,4.9,Intel,Arc Graphics,0,64,DDR5,5600,NVMe SSD,512,15.6,2560x1440,165,IPS,No,Windows 11 Home,52,1.6,2025,1,1080p,Wi-Fi 7,5.4,Yes,No,154990
Acer,Nitro V ANV15-41,AMD,Ryzen 9 7940HS,4,8,16,4.0,5.2,NVIDIA,GeForce RTX 5050,8,24,DDR5,4800,SSD,2048,14.0,1920x1200,60,IPS,No,Windows 11 Home,56,2.24,2024,1,1080p,Wi-Fi 7,5.4,Yes,No,168990
ASUS,ExpertBook B1 B1402CBA,Intel,Core Ultra 9 185H,1,16,22,2.3,5.1,Intel,Iris Xe Graphics,0,16,DDR5,5200,SSD,2048,15.6,1920x1080,144,IPS,Yes,Windows 11 Pro,75,1.25,2022,2,1080p,Wi-Fi 5,5.0,Yes,No,136990
Infinix,InBook X2 Slim,Intel,Core Ultra 5 125H,1,14,18,1.2,4.5,Intel,Iris Xe Graphics,0,32,DDR5,5600,SSD,2048,13.6,2560x1664,60,IPS,Yes,Windows 11 Pro,93,1.28,2024,3,1080p,Wi-Fi 6E,5.3,No,No,125990
Apple,MacBook Pro M3 14,Apple,M1,1,8,8,3.2,3.2,Apple,Apple M1 7-core,0,16,LPDDR5,6400,SSD,256,13.6,2560x1664,60,IPS,No,macOS Sonoma,53,1.15,2025,2,1080p,Wi-Fi 6E,5.3,Yes,Yes,63413
Samsung,Galaxy Book3 15,Intel,Core Ultra 5 125H,1,14,18,1.2,4.5,Intel,UHD Graphics,0,8,DDR5,4800,SSD,256,14.0,2880x1800,120,OLED,No,Windows 11 Home,60,1.58,2023,2,1080p,Wi-Fi 5,5.0,Yes,No,80990
Apple,MacBook Pro M3 Pro 14,Apple,M3 Max,3,14,14,4.05,4.05,Apple,Apple M3 Max 30-core,0,64,LPDDR5,6400,NVMe SSD,512,13.6,2560x1664,60,IPS,No,macOS Sequoia,74,1.14,2022,2,1080p,Wi-Fi 6,5.2,Yes,Yes,670009
ASUS,Vivobook Go 15 E1504FA,Intel,Core i7-1260P,12,12,16,1.5,4.7,Intel,Arc Graphics,0,32,DDR5,5600,SSD,512,14.0,2880x1800,90,OLED,Yes,Windows 11 Home,83,1.3,2022,2,1080p,Wi-Fi 6,5.2,No,No,116990
Acer,Predator Triton Neo 16,Intel,Core i5-13420H,13,8,12,2.1,4.6,NVIDIA,GeForce RTX 3050,6,16,LPDDR5,6400,NVMe SSD,512,13.3,1920x1200,60,IPS,No,Windows 11 Home,58,1.61,2023,1,720p,Wi-Fi 6,5.2,Yes,Yes,80990
Gigabyte,G5 KF,Qualcomm,Snapdragon X Elite X1E-80-100,1,12,12,3.4,4.0,Qualcomm,Adreno X1-85,0,8,DDR5,4800,NVMe SSD,4096,14.0,1920x1200,60,IPS,No,Windows 11 Home,67,1.21,2024,3,1080p,Wi-Fi 6E,5.3,No,Yes,121990
MSI,Summit E14 Flip Evo,Intel,Core Ultra 7 155H,1,16,22,1.4,4.8,Intel,Iris Xe Graphics,0,16,LPDDR5,6400,NVMe SSD,512,16.0,2880x1800,120,OLED,Yes,Windows 11 Home,72,1.8,2025,2,720p,Wi-Fi 6E,5.3,Yes,No,115990
Dell,Vostro 15 3520,Intel,Core i7-1260P,12,12,16,1.5,4.7,Intel,UHD Graphics,0,16,DDR5,4800,NVMe SSD,1024,13.6,2560x1664,60,IPS,No,Windows 11 Pro,89,1.32,2024,1,1080p,Wi-Fi 6E,5.3,Yes,Yes,82990
Dell,G15 5530,Intel,Core i7-13620H,13,10,16,2.4,4.9,NVIDIA,GeForce RTX 4080,12,64,DDR5,5600,SSD,1024,14.0,2880x1800,120,OLED,No,Windows 11 Home,68,2.62,2024,2,1080p,Wi-Fi 6E,5.3,Yes,Yes,300990
Dell,Latitude 3440,Intel,Core i7-13700H,13,14,20,2.4,5.0,Intel,UHD Graphics,0,32,LPDDR5X,6400,SSD,1024,15.6,1920x1080,144,IPS,No,Windows 11 Home,58,1.67,2024,2,1080p,Wi-Fi 6E,5.3,Yes,No,138990
Apple,MacBook Air M2 13,Apple,M3,3,8,8,4.05,4.05,Apple,Apple M3 8-core,0,8,LPDDR5,6400,SSD,256,13.6,2560x1664,60,IPS,No,macOS Sequoia,73,1.25,2024,2,720p,Wi-Fi 6E,5.3,Yes,Yes,41987
ASUS,Zenbook 14 OLED UX3402VA,AMD,Ryzen 7 7840HS,4,8,16,3.8,5.1,AMD,Radeon 740M,0,32,LPDDR5X,7467,SSD,1024,14.0,2880x1800,90,OLED,No,Windows 11 Pro,95,2.03,2022,1,1080p,Wi-Fi 6E,5.3,No,No,137990
Huawei,MateBook 14 2023,Intel,Core Ultra 5 125H,1,14,18,1.2,4.5,Intel,UHD Graphics,0,16,LPDDR5,6400,SSD,256,16.0,1920x1200,60,IPS,No,Windows 11 Pro,99,1.75,2024,1,1080p,Wi-Fi 6E,5.3,No,Yes,79990
Acer,Swift X 14 SFX14-71G,Intel,Core i7-13700H,13,14,20,2.4,5.0,Intel,UHD Graphics,0,16,LPDDR5,5200,SSD,1024,14.0,1920x1200,60,IPS,No,Windows 11 Home,96,1.62,2025,2,1080p,Wi-Fi 6E,5.3,No,No,84990
Acer,Predator Triton Neo 16,AMD,Ryzen 7 7840HS,4,8,16,3.8,5.1,NVIDIA,GeForce RTX 2050,4,16,DDR5,5200,SSD,1024,17.3,1920x1080,144,IPS,No,Windows 11 Home,48,2.95,2022,3,1080p,Wi-Fi 6,5.2,Yes,No,107990
ASUS,ROG Zephyrus G14 GA402XY,AMD,Ryzen 7 7840HS,4,8,16,3.8,5.1,NVIDIA,GeForce RTX 5050,8,32,DDR5,5600,SSD,2048,13.6,2560x1664,60,IPS,No,Windows 11 Home,86,1.43,2024,1,1080p,Wi-Fi 6E,5.3,Yes,No,169990
Huawei,MateBook D15 2023,AMD,Ryzen 9 7940HS,4,8,16,4.0,5.2,AMD,Radeon 610M,0,16,DDR5,5200,SSD,256,14.0,2880x1800,120,OLED,Yes,Windows 11 Home,58,1.3,2025,1,1080p,Wi-Fi 6E,5.3,Yes,No,118990
Infinix,InBook X2 Slim,Intel,Core Ultra 7 155H,1,16,22,1.4,4.8,Intel,Arc Graphics,0,32,DDR5,5600,NVMe SSD,512,15.6,2560x1440,165,IPS,No,Windows 11 Pro,55,1.72,2023,3,1080p,Wi-Fi 7,5.4,No,Yes,117990
ASUS,Zenbook 14 OLED UX3402VA,AMD,Ryzen 5 7530U,3,6,12,2.0,4.5,AMD,Radeon 780M,0,16,LPDDR5,6400,NVMe SSD,512,14.0,2880x1800,90,OLED,No,Windows 11 Home,80,2.28,2024,1,1080p,Wi-Fi 6E,5.3,No,No,71990
ASUS,Vivobook Go 15 E1504FA,AMD,Ryzen 7 7735HS,3,8,16,3.2,4.75,AMD,Radeon 780M,0,24,DDR5,4800,NVMe SSD,4096,16.0,2560x1600,165,IPS,Yes,Windows 11 Home,91,2.8,2025,1,1080p,Wi-Fi 7,5.4,Yes,No,148990
Razer,Blade 16 2024,AMD,Ryzen 7 7735HS,3,8,16,3.2,4.75,NVIDIA,GeForce RTX 4050,6,32,LPDDR5X,7467,NVMe SSD,4096,13.6,2560x1664,60,IPS,No,Windows 11 Pro,88,1.66,2025,1,1080p,Wi-Fi 6E,5.3,Yes,No,192990
Samsung,Galaxy Book4 360,Intel,Core i7-1260P,12,12,16,1.5,4.7,Intel,Iris Xe Graphics,0,32,LPDDR5X,7467,NVMe SSD,512,13.3,1920x1200,60,IPS,Yes,Windows 11 Home,80,1.44,2022,2,1080p,Wi-Fi 6,5.2,No,Yes,106990
Dell,Inspiron 14 Plus 7420,Qualcomm,Snapdragon X Plus X1P-64-100,1,10,10,3.4,3.4,Qualcomm,Adreno X1-45,0,8,DDR4,3200,SSD,256,16.0,1920x1200,60,IPS,No,Windows 11 Home,70,2.08,2023,1,1080p,Wi-Fi 6,5.2,No,Yes,57990
Razer,Blade 16 2024,Intel,Core i7-13700H,13,14,20,2.4,5.0,NVIDIA,GeForce RTX 4090,16,32,DDR5,5600,NVMe SSD,1024,16.0,2880x1800,120,OLED,No,Windows 11 Home,90,2.77,2025,2,1080p,Wi-Fi 6E,5.3,Yes,No,305990
Lenovo,LOQ 15ARP9,Intel,Core i5-13420H,13,8,12,2.1,4.6,NVIDIA,GeForce RTX 5050,8,24,DDR5,4800,NVMe SSD,1024,13.3,1920x1200,60,IPS,No,Windows 11 Home,76,1.67,2024,1,720p,Wi-Fi 6E,5.3,Yes,No,121990
Lenovo,ThinkPad L14 Gen 4,AMD,Ryzen 9 7940HS,4,8,16,4.0,5.2,AMD,Radeon 740M,0,32,LPDDR5X,6400,NVMe SSD,1024,14.0,1920x1200,60,IPS,No,Windows 11 Pro,65,2.01,2024,2,1080p,Wi-Fi 6E,5.3,Yes,No,130990
Apple,MacBook Pro M3 Pro 14,Apple,M1,1,8,8,3.2,3.2,Apple,Apple M1 7-core,0,16,LPDDR5,6400,SSD,256,13.6,2560x1664,60,IPS,No,macOS Sonoma,80,1.04,2025,3,1080p,Wi-Fi 6E,5.3,Yes,Yes,63810
Infinix,InBook X2 Slim,Intel,Core Ultra 9 185H,1,16,22,2.3,5.1,NVIDIA,GeForce MX550,2,8,DDR4,3200,SSD,2048,15.6,1920x1080,60,IPS,No,Windows 11 Pro,62,2.08,2024,3,1080p,Wi-Fi 6E,5.3,Yes,Yes,108990
Apple,MacBook Air M3 15,Apple,M3,3,8,8,4.05,4.05,Apple,Apple M3 10-core,0,8,LPDDR5,6400,NVMe SSD,4096,15.3,2880x1864,60,IPS,No,macOS Sequoia,100,1.35,2024,1,1080p,Wi-Fi 6E,5.3,Yes,Yes,190410
Razer,Blade 14 2023,AMD,Ryzen 5 8640HS,4,6,12,3.5,4.9,NVIDIA,GeForce RTX 5050,8,8,DDR5,4800,NVMe SSD,1024,14.0,2880x1800,120,OLED,No,Windows 11 Home,51,1.78,2022,2,1080p,Wi-Fi 7,5.4,Yes,Yes,125990
Gigabyte,G5 KF,Qualcomm,Snapdragon X Plus X1P-64-100,1,10,10,3.4,3.4,Qualcomm,Adreno X1-85,0,16,DDR5,4800,SSD,256,15.6,2560x1440,165,IPS,Yes,Windows 11 Home,43,1.7,2025,2,1080p,Wi-Fi 7,5.4,Yes,No,81990
ASUS,Zenbook 14 OLED UX3402VA,AMD,Ryzen 7 8845HS,4,8,16,3.8,5.1,NVIDIA,GeForce RTX 4080,12,24,DDR5,4800,SSD,2048,16.0,2880x1800,120,OLED,Yes,Windows 11 Home,72,2.76,2023,1,720p,Wi-Fi 6,5.2,No,No,256990
Huawei,MateBook 14 2023,AMD,Ryzen 5 8640HS,4,6,12,3.5,4.9,AMD,Radeon 760M,0,16,DDR5,4800,SSD,256,16.0,2560x1600,120,IPS,Yes,Windows 11 Pro,98,2.75,2025,1,1080p,Wi-Fi 6E,5.3,Yes,No,79990
Gigabyte,Aorus 15 BSF,Intel,Core i7-13620H,13,10,16,2.4,4.9,NVIDIA,GeForce RTX 5060,8,32,LPDDR5X,6400,NVMe SSD,1024,15.6,1920x1080,60,IPS,No,Windows 11 Home,81,2.43,2024,1,1080p,Wi-Fi 7,5.4,Yes,Yes,177990
Razer,Blade 14 2023,Intel,Core i7-13620H,13,10,16,2.4,4.9,NVIDIA,GeForce RTX 4050,6,64,DDR5,5600,NVMe SSD,1024,16.0,2560x1600,165,IPS,No,Windows 11 Home,65,2.01,2024,2,720p,Wi-Fi 6E,5.3,Yes,No,240990
Microsoft,Surface Laptop Studio 2,Intel,Core Ultra 7 155H,1,16,22,1.4,4.8,Intel,Iris Xe Graphics,0,24,DDR5,4800,SSD,512,16.0,2560x1600,165,IPS,No,Windows 11 Home,86,2.43,2023,3,1080p,Wi-Fi 6,5.2,Yes,Yes,119990
Huawei,MateBook X Pro 2023,Intel,Core i5-1235U,12,10,12,1.3,4.4,Intel,Iris Xe Graphics,0,32,LPDDR5X,7467,SSD,2048,16.0,2560x1600,165,IPS,No,Windows 11 Home,74,2.39,2023,2,1080p,Wi-Fi 6,5.2,No,Yes,110990
Huawei,MateBook D15 2023,Intel,Core i9-13900H,13,14,20,1.9,5.4,Intel,Iris Xe Graphics,0,8,DDR4,3200,NVMe SSD,4096,13.3,1920x1200,60,IPS,No,Windows 11 Home,71,1.2,2024,1,1080p,Wi-Fi 6E,5.3,Yes,No,138990
Samsung,Galaxy Book4 Pro 14,AMD,Ryzen 5 8640HS,4,6,12,3.5,4.9,NVIDIA,GeForce RTX 3050,6,16,DDR5,4800,SSD,2048,16.0,2560x1600,165,IPS,No,Windows 11 Home,76,2.27,2022,2,1080p,Wi-Fi 7,5.4,Yes,No,126990
Apple,MacBook Air M2 13,Apple,M2,2,8,8,3.49,3.49,Apple,Apple M2 10-core,0,16,LPDDR5,6400,NVMe SSD,4096,13.6,2560x1664,60,IPS,No,macOS Sonoma,58,1.26,2025,1,1080p,Wi-Fi 6E,5.3,Yes,Yes,231942
Lenovo,Legion 5 15ARH7,AMD,Ryzen 7 8845HS,4,8,16,3.8,5.1,NVIDIA,GeForce RTX 5050,8,8,DDR5,4800,SSD,1024,14.0,2880x1800,90,OLED,No,Windows 11 Pro,89,1.58,2024,1,1080p,Wi-Fi 6E,5.3,Yes,No,126990
Huawei,MateBook X Pro 2023,Intel,Core i5-13420H,13,8,12,2.1,4.6,Intel,Iris Xe Graphics,0,64,DDR5,5600,NVMe SSD,4096,17.3,1920x1080,144,IPS,Yes,Windows 11 Home,87,2.5,2025,1,1080p,Wi-Fi 6E,5.3,Yes,Yes,206990
Dell,XPS 15 9530,Qualcomm,Snapdragon X Plus X1P-64-100,1,10,10,3.4,3.4,Qualcomm,Adreno X1-45,0,16,DDR4,3200,NVMe SSD,512,16.0,1920x1200,60,IPS,No,Windows 11 Home,84,1.96,2024,3,720p,Wi-Fi 6E,5.3,No,Yes,76990
Samsung,Galaxy Book4 15,Intel,Core i5-1235U,12,10,12,1.3,4.4,Intel,Iris Xe Graphics,0,16,DDR5,4800,SSD,256,16.0,2560x1600,120,IPS,No,Windows 11 Home,88,2.64,2025,2,1080p,Wi-Fi 6E,5.3,Yes,Yes,60990
Huawei,MateBook D15 2023,Qualcomm,Snapdragon X Plus X1P-64-100,1,10,10,3.4,3.4,Qualcomm,Adreno X1-85,0,16,LPDDR5,5200,NVMe SSD,2048,13.6,2560x1664,60,IPS,Yes,Windows 11 Home,83,1.33,2024,1,1080p,Wi-Fi 7,5.4,Yes,Yes,100990
Razer,Blade 16 2024,Intel,Core i7-13700H,13,14,20,2.4,5.0,NVIDIA,GeForce RTX 5070,8,8,DDR4,3200,SSD,512,15.6,1920x1080,60,IPS,No,Windows 11 Pro,66,2.75,2024,1,1080p,Wi-Fi 7,5.4,Yes,Yes,159990
LG,Gram 17 2023,Intel,Core i3-1215U,12,6,8,1.2,4.4,Intel,UHD Graphics,0,32,DDR5,5600,NVMe SSD,2048,17.3,1920x1080,144,IPS,No,Windows 11 Home,98,2.51,2025,1,720p,Wi-Fi 7,5.4,Yes,Yes,115990
Lenovo,ThinkPad E14 Gen 5,Intel,Core i9-13900H,13,14,20,1.9,5.4,Intel,Arc Graphics,0,16,LPDDR5,5200,SSD,512,14.0,1920x1200,60,IPS,Yes,Windows 11 Pro,83,1.71,2023,2,1080p,Wi-Fi 6,5.2,Yes,No,108990
ASUS,Zenbook 14X OLED UX3404VA,AMD,Ryzen 7 7730U,3,8,16,2.0,4.5,AMD,Radeon 740M,0,8,DDR4,3200,NVMe SSD,4096,15.6,1920x1080,60,IPS,No,Windows 11 Pro,96,1.62,2023,1,1080p,Wi-Fi 7,5.4,Yes,Yes,102990
Acer,Aspire 5 A515-57,Intel,Core Ultra 5 125H,1,14,18,1.2,4.5,Intel,Arc Graphics,0,32,DDR5,5600,SSD,1024,17.3,1920x1080,144,IPS,No,Windows 11 Pro,80,1.73,2023,3,1080p,Wi-Fi 5,5.0,Yes,Yes,127990
Gigabyte,G5 KF,Intel,Core i5-1235U,12,10,12,1.3,4.4,NVIDIA,GeForce RTX 4050,6,16,DDR4,3200,SSD,512,16.0,2560x1600,120,IPS,Yes,Windows 11 Home,92,1.72,2022,1,1080p,Wi-Fi 7,5.4,Yes,Yes,102990
